Customer_ID,Gender,Age,Membership_Type,Items_Purchased,Total_Spend,Discount_Applied,Days_Since_Last_Purchase,Average_Rating,Satisfaction_Score,Region
3717,Female,28,Silver,2,784.77,1,88,5,0.07,South
3718,Female,53,Basic,2,446.05,1,84,4,0.92,North
3719,Female,27,Silver,3,586.7,0,28,2,0.01,West
3720,Female,38,Gold,4,626.8,0,45,3,0.73,West
3721,Male,37,Platinum,4,591.91,0,24,5,0.95,West
3722,Male,25,Basic,6,643.48,0,44,4,0.31,East
3723,Female,53,Silver,3,583.51,0,2,4,0.08,East
3724,Female,46,Silver,5,546.54,0,23,4,0.25,South
3725,Male,59,Platinum,4,531.4,1,78,2,0.31,North
3726,Female,29,Silver,4,477.19,0,62,5,0.45,North
3727,Female,31,Silver,2,646.25,0,15,2,0.53,South
3728,Female,38,Platinum,6,578.62,1,32,4,0.73,South
3729,Male,39,Basic,8,519.07,0,87,2,0.9,West
3730,Male,38,Platinum,5,375.18,1,4,3,0.46,East
3731,Female,61,Platinum,4,680.78,0,84,5,0.75,East
3732,Female,47,Platinum,8,701.35,0,31,5,0.13,East
3733,Male,56,Basic,4,459.36,0,59,3,0.33,East
3734,Male,37,Silver,3,615.45,1,71,4,0.12,South
3735,Female,41,Gold,3,518.23,0,1,3,0.69,South
3736,Female,40,Basic,1,707.74,0,69,5,0.91,East
3737,Male,24,Silver,7,525.65,0,14,4,0.89,West
3738,Male,26,Basic,2,526.27,0,23,3,0.33,West
3739,Male,18,Basic,4,619.65,0,71,3,0.23,West
3740,Female,43,Silver,6,536.99,1,16,3,0.27,East
3741,Male,55,Silver,5,526.71,0,9,5,0.29,West
3742,Female,55,Basic,2,507.79,0,31,3,0.08,South
3743,Male,61,Silver,3,533.66,0,61,3,0.13,East
3744,Male,39,Silver,3,543.76,0,45,5,0.21,West
3745,Male,61,Silver,8,601.93,1,7,3,0.01,South
3746,Male,27,Silver,6,575.71,0,57,3,0.05,East
3747,Female,23,Silver,2,674.19,0,64,3,0.7,South
3748,Female,34,Silver,2,426.98,1,2,3,0.62,West
3749,Male,55,Basic,5,913.38,0,6,4,0.95,North
3750,Female,41,Silver,3,603.32,1,61,4,0.4,West
3751,Male,27,Silver,5,745.7,0,34,2,0.44,South
3752,Male,25,Silver,4,672.44,0,17,2,0.07,North
3753,Male,38,Basic,3,618.1,0,26,3,0.15,North
3754,Male,23,Gold,2,667.68,0,76,2,0.69,East
3755,Female,38,Basic,5,650.94,1,20,2,0.24,North
3756,Male,56,Platinum,4,573.65,1,41,3,0.77,East
3757,Male,41,Basic,5,959.06,0,58,3,0.71,North
3758,Female,50,Platinum,2,767.21,0,54,5,0.75,North
3759,Male,35,Silver,3,360.86,0,29,3,0.69,East
3760,Male,45,Silver,3,757.64,0,48,4,0.71,South
3761,Male,49,Basic,3,610.62,1,77,2,0.55,East
3762,Female,29,Basic,9,845.5,0,22,4,0.68,North
3763,Male,59,Basic,4,551.05,0,72,5,0.53,West
3764,Female,44,Basic,6,249.66,0,71,4,0.21,East
3765,Male,27,Silver,2,547.32,0,5,3,0.22,East
3766,Male,63,Basic,4,359.69,0,52,3,0.41,North
3767,Female,59,Gold,2,497.89,0,1,5,0.01,North
3768,Male,49,Basic,8,514.39,1,45,3,0.89,West
3769,Male,59,Platinum,3,656.65,0,40,3,0.27,North
3770,Female,43,Silver,2,638.23,0,64,5,0.05,East
3771,Female,42,Basic,1,696.01,0,11,4,0.42,East
3772,Female,28,Silver,3,683.2,1,52,5,0.82,East
3773,Female,40,Basic,1,891.2,0,7,1,0.4,South
3774,Female,51,Basic,5,600.24,0,51,3,0.26,East
3775,Male,57,Silver,4,677.13,1,21,4,0.54,South
3776,Female,40,Silver,2,732.69,0,39,4,0.57,North
3777,Male,46,Platinum,6,503.12,1,44,3,0.76,South
3778,Male,48,Silver,3,410.38,1,57,4,0.8,East
3779,Male,24,Platinum,6,655.26,1,41,4,0.71,North
3780,Female,57,Platinum,5,540.07,1,39,3,0.0,South
3781,Female,50,Gold,3,717.03,1,20,4,0.0,North
3782,Male,38,Silver,6,710.15,0,22,3,0.98,North
3783,Female,19,Basic,8,748.37,0,29,4,0.26,South
3784,Female,35,Basic,4,482.12,1,46,2,0.28,North
3785,Female,64,Silver,5,513.83,1,68,4,0.73,North
3786,Female,50,Silver,4,616.05,1,3,3,0.58,East
3787,Male,54,Basic,1,573.28,1,73,5,0.46,West
3788,Male,51,Silver,5,668.49,0,5,4,0.12,West
3789,Female,37,Basic,4,804.02,1,56,4,0.08,North
3790,Male,52,Gold,3,585.04,1,67,5,0.7,South
3791,Female,35,Basic,4,396.67,1,89,3,0.12,West
3792,Female,63,Silver,4,306.97,0,32,4,0.44,South
3793,Male,41,Gold,2,406.2,1,82,3,0.74,West
3794,Male,25,Basic,3,401.26,0,41,5,0.92,East
3795,Male,47,Silver,9,700.08,0,29,5,0.87,East
3796,Female,61,Gold,5,592.81,0,66,5,0.86,South
3797,Male,27,Basic,4,611.21,1,11,3,0.36,South
3798,Female,40,Basic,2,708.25,1,59,3,0.93,East
3799,Male,28,Basic,5,804.44,0,4,1,0.68,South
3800,Male,19,Silver,5,570.78,0,54,4,0.89,North
3801,Female,43,Silver,4,711.41,1,67,3,0.09,East
3802,Female,53,Basic,4,652.83,1,2,3,0.04,East
3803,Female,50,Silver,13,366.4,0,78,4,0.43,East
3804,Female,64,Basic,1,377.35,1,48,5,0.83,East
3805,Female,30,Gold,6,549.03,0,68,2,0.41,North
3806,Female,57,Basic,4,629.54,1,44,5,0.88,East
3807,Female,42,Gold,3,672.09,1,62,1,0.23,East
3808,Female,21,Silver,5,570.35,0,83,2,0.04,South
3809,Male,59,Gold,10,345.57,0,19,5,0.76,East
3810,Female,36,Silver,3,544.83,0,44,4,0.63,West
3811,Female,35,Silver,3,324.36,0,31,5,0.44,South
3812,Male,54,Basic,5,569.3,1,62,4,0.85,South
3813,Female,47,Gold,5,684.07,0,15,5,0.82,West
3814,Male,36,Silver,4,664.33,1,29,3,0.32,South
3815,Male,40,Silver,2,524.66,1,67,4,0.84,North
3816,Female,33,Silver,4,660.68,1,83,5,0.35,East
3817,Male,18,Gold,3,432.03,1,86,3,0.62,East
3818,Female,29,Silver,4,503.72,0,47,1,0.19,South
3819,Male,41,Basic,3,351.49,0,84,2,0.26,East
3820,Male,51,Silver,2,520.3,0,7,5,0.45,South
3821,Male,25,Silver,4,483.7,1,68,4,0.31,East
3822,Female,35,Platinum,8,538.67,1,1,4,0.13,South
3823,Female,22,Gold,5,559.24,0,71,5,0.48,South
3824,Male,43,Silver,2,637.4,0,22,5,0.51,South
3825,Male,47,Basic,4,305.46,1,57,4,0.16,North
3826,Female,30,Gold,4,471.01,0,73,5,0.17,South
3827,Female,36,Silver,0,746.76,0,58,4,0.03,North
3828,Male,46,Platinum,2,749.34,0,27,4,0.03,North
3829,Male,20,Basic,2,608.36,1,38,1,0.36,West
3830,Female,43,Basic,6,611.59,1,87,2,0.15,South
3831,Female,57,Basic,2,430.91,0,76,5,0.92,North
3832,Female,29,Silver,2,543.99,1,13,3,0.2,West
3833,Female,19,Platinum,2,723.32,1,15,3,0.07,East
3834,Female,28,Basic,7,413.32,1,80,4,0.4,North
3835,Male,61,Gold,4,621.7,0,73,4,0.19,North
3836,Female,45,Silver,5,683.54,0,48,2,0.06,North
3837,Male,35,Gold,2,607.1,0,15,5,0.75,West
3838,Female,30,Basic,1,577.68,0,40,4,0.56,West
3839,Male,54,Gold,5,576.13,0,30,5,0.06,North
3840,Female,39,Basic,3,675.09,0,23,4,0.47,South
3841,Female,29,Gold,2,629.19,1,9,3,0.04,West
3842,Male,19,Basic,4,674.17,0,32,3,0.35,West
3843,Male,54,Silver,4,544.97,0,35,1,0.36,East
3844,Female,24,Gold,3,551.88,0,49,1,0.82,East
3845,Female,43,Basic,5,682.34,1,45,2,0.74,North
3846,Female,43,Basic,2,466.22,0,16,5,0.9,East
3847,Female,41,Silver,1,430.7,0,32,5,0.14,South
3848,Female,29,Silver,3,940.92,0,25,4,0.53,North
3849,Male,33,Silver,5,663.41,0,37,3,0.02,North
3850,Male,40,Basic,3,563.15,0,37,2,0.83,West
3851,Female,57,Basic,4,495.81,0,35,3,0.37,North
3852,Male,26,Silver,7,462.17,0,45,5,0.07,East
3853,Male,49,Basic,6,592.78,0,8,4,0.32,North
3854,Male,32,Platinum,5,585.69,1,47,5,0.29,North
3855,Female,54,Basic,2,665.82,0,36,4,0.77,East
3856,Male,30,Silver,4,405.12,0,89,4,0.13,West
3857,Female,22,Basic,4,411.23,0,82,4,0.56,South
3858,Male,28,Basic,3,639.0,0,10,1,0.79,East
3859,Female,27,Silver,1,657.97,1,1,3,0.74,South
3860,Male,30,Silver,1,735.55,0,68,5,0.94,South
3861,Female,58,Basic,7,849.24,1,75,4,0.0,South
3862,Female,63,Basic,5,559.6,0,15,3,0.35,North
3863,Male,32,Basic,4,700.63,0,79,4,0.37,South
3864,Female,59,Gold,0,443.91,1,87,3,0.03,West
3865,Female,24,Silver,2,212.16,1,3,4,0.82,West
3866,Female,57,Basic,10,453.12,0,32,2,0.69,West
3867,Female,45,Silver,6,528.13,0,20,5,0.53,North
3868,Female,49,Gold,3,922.59,0,56,1,0.41,East
3869,Female,52,Gold,1,350.55,0,78,4,0.9,West
3870,Female,32,Platinum,2,711.16,1,42,3,0.26,South
3871,Female,53,Basic,5,511.27,0,73,2,0.33,North
3872,Male,38,Basic,6,674.65,0,60,4,0.95,North
3873,Male,23,Basic,9,606.35,1,56,5,0.06,West
3874,Female,18,Gold,4,462.79,0,47,4,0.78,South
3875,Female,21,Platinum,6,753.67,0,24,3,0.72,South
3876,Male,28,Silver,5,667.31,0,41,4,0.9,West
3877,Male,61,Basic,3,597.81,0,4,1,0.09,South
3878,Male,43,Silver,4,644.06,1,76,4,0.97,North
3879,Female,54,Basic,4,536.32,0,51,2,0.03,North
3880,Male,40,Basic,5,310.07,1,88,5,0.34,West
3881,Female,46,Silver,2,616.82,0,1,2,0.08,South
3882,Female,38,Basic,3,934.0,1,14,1,0.05,East
3883,Male,62,Basic,5,726.79,0,10,5,0.96,West
3884,Female,62,Silver,6,643.97,1,36,5,0.72,North
3885,Female,44,Basic,7,657.82,1,42,2,0.51,West
3886,Female,56,Basic,3,599.82,0,48,3,0.11,West
3887,Female,57,Basic,3,263.93,0,18,4,0.53,North
3888,Male,30,Gold,1,442.26,1,89,4,0.32,East
3889,Male,40,Gold,4,590.47,1,76,5,0.27,West
3890,Female,33,Basic,3,738.5,0,60,3,0.62,East
3891,Female,47,Silver,4,874.61,1,28,1,0.79,East
3892,Male,21,Basic,3,438.57,0,53,1,0.44,North
3893,Female,57,Silver,3,698.47,1,9,4,0.49,West
3894,Male,33,Gold,1,265.47,1,24,5,0.65,West
3895,Female,48,Gold,5,550.29,0,20,5,0.12,East
3896,Female,59,Silver,6,595.79,0,69,5,0.83,West
3897,Male,42,Platinum,6,852.79,0,27,3,0.84,East
3898,Male,61,Platinum,1,477.58,1,40,4,0.54,North
3899,Male,29,Gold,2,547.79,0,71,5,0.19,North
3900,Male,43,Silver,5,748.85,1,83,5,0.5,North
3901,Female,54,Basic,4,489.98,0,54,3,0.11,East
3902,Male,50,Basic,4,520.62,0,86,4,0.76,West
3903,Female,45,Basic,4,383.78,1,82,4,0.31,West
3904,Male,26,Basic,9,693.49,0,15,4,0.31,South
3905,Male,29,Gold,7,385.05,0,51,3,0.95,South
3906,Female,22,Silver,2,757.85,0,69,4,0.42,North
3907,Male,45,Platinum,10,412.77,0,40,4,0.79,West
3908,Male,52,Basic,2,486.4,0,69,3,0.64,East
3909,Male,22,Basic,8,424.14,0,43,3,0.32,East
3910,Male,51,Gold,7,557.56,1,64,3,0.12,East
3911,Female,63,Basic,6,761.49,1,7,4,0.8,West
3912,Female,51,Basic,4,495.22,0,2,4,0.76,West
3913,Male,30,Platinum,2,452.92,0,30,4,0.17,North
3914,Male,56,Gold,3,597.35,1,75,4,0.25,South
3915,Male,59,Silver,3,590.05,1,52,3,0.77,West
3916,Female,62,Gold,4,701.75,0,33,3,0.98,East
3917,Female,31,Silver,4,402.73,0,9,3,0.84,West
3918,Female,28,Gold,1,635.7,0,11,1,0.68,South
3919,Female,59,Gold,5,785.98,0,76,4,0.92,South
3920,Male,55,Basic,6,447.76,0,10,5,0.29,East
3921,Male,21,Silver,7,628.59,0,54,3,0.01,North
3922,Male,50,Basic,7,447.44,0,75,5,0.32,South
3923,Female,24,Basic,4,764.29,1,20,4,0.97,South
3924,Male,58,Platinum,6,853.83,0,5,3,0.88,South
3925,Female,25,Silver,5,421.39,0,24,1,0.05,South
3926,Female,54,Gold,5,643.74,0,32,4,0.5,South
3927,Male,27,Gold,4,653.57,0,31,4,0.08,West
3928,Male,60,Platinum,3,620.03,1,44,3,0.79,East
3929,Male,32,Gold,7,566.05,0,78,3,0.37,West
3930,Female,55,Silver,3,514.3,0,19,5,0.91,North
3931,Female,32,Basic,5,365.16,1,24,3,0.05,South
3932,Male,22,Basic,3,575.66,1,12,5,0.73,North
3933,Male,46,Silver,3,729.62,0,50,3,0.4,North
3934,Female,36,Basic,4,765.54,0,85,4,0.27,East
3935,Male,27,Silver,2,626.95,1,25,4,0.52,West
3936,Female,29,Silver,4,451.72,1,51,4,0.49,North
3937,Female,21,Platinum,4,407.92,1,14,3,0.35,North
3938,Male,48,Gold,6,507.27,1,72,3,0.65,North
3939,Male,35,Silver,2,313.48,0,29,4,0.66,North
3940,Male,33,Basic,10,221.56,0,25,3,0.08,South
3941,Male,57,Basic,4,398.23,0,87,4,0.6,East
3942,Female,53,Basic,4,646.79,0,59,5,0.71,East
3943,Female,42,Gold,3,354.23,0,57,5,0.08,East
3944,Female,40,Basic,3,649.34,0,12,3,0.66,North
3945,Male,29,Gold,6,475.96,0,50,4,0.8,North
3946,Female,51,Silver,4,780.42,0,12,4,0.83,South
3947,Male,53,Basic,3,509.88,1,82,3,0.04,North
3948,Male,54,Basic,2,530.72,0,48,3,0.7,West
3949,Male,20,Silver,3,487.45,0,50,3,0.8,West
3950,Male,26,Silver,3,490.59,0,19,4,0.4,North
3951,Male,35,Gold,4,613.19,0,53,5,0.54,West
3952,Male,60,Gold,5,643.03,1,35,5,0.27,West
3953,Female,52,Silver,4,593.14,1,27,4,0.31,East
3954,Male,51,Gold,2,409.03,0,67,4,0.5,North
3955,Female,58,Silver,2,661.01,0,77,5,0.15,East
3956,Female,31,Platinum,2,418.51,0,51,4,0.37,West
3957,Male,21,Basic,2,436.82,1,19,4,0.3,East
3958,Male,46,Gold,3,514.98,0,43,5,0.24,West
3959,Male,58,Basic,2,716.27,1,35,3,0.48,East
3960,Female,62,Basic,3,429.21,1,15,3,0.84,North
3961,Male,32,Basic,4,655.13,1,16,5,0.24,West
3962,Female,45,Silver,3,214.72,1,69,5,0.66,North
3963,Male,59,Basic,5,675.83,0,71,2,0.25,South
3964,Male,33,Basic,3,756.78,0,85,5,0.14,West
3965,Female,29,Platinum,3,691.16,1,41,3,0.94,East
3966,Female,22,Gold,3,592.45,1,54,4,0.63,South
3967,Male,51,Gold,7,495.65,1,65,2,0.1,North
3968,Female,59,Gold,3,458.82,1,89,5,0.63,North
3969,Female,18,Platinum,3,473.06,1,30,5,0.18,North
3970,Female,56,Silver,5,509.82,1,19,3,0.89,South
3971,Female,49,Basic,6,740.25,0,88,5,0.25,West
3972,Female,43,Gold,2,581.88,0,46,5,0.81,West
3973,Male,34,Gold,1,717.58,1,60,4,0.2,North
3974,Male,44,Silver,5,1056.49,0,79,5,0.56,North
3975,Female,41,Silver,5,847.9,0,24,5,0.91,North
3976,Male,52,Silver,9,597.66,1,36,3,0.3,South
3977,Male,63,Platinum,1,516.03,0,49,2,0.08,South
3978,Female,59,Basic,5,724.99,0,59,3,0.55,North
3979,Male,56,Platinum,2,724.76,0,14,4,0.17,East
3980,Female,43,Platinum,2,680.68,0,86,2,0.73,West
3981,Female,55,Silver,5,821.28,1,39,2,0.59,South
3982,Male,40,Silver,7,458.34,0,8,5,0.35,West
3983,Female,39,Basic,4,642.96,1,48,4,0.71,South
3984,Female,21,Basic,3,594.45,0,80,5,0.24,East
3985,Female,26,Basic,3,702.32,0,81,5,0.92,South
3986,Female,21,Gold,3,530.87,0,69,3,0.35,West
3987,Female,24,Silver,4,655.24,0,41,4,0.76,East
3988,Male,40,Basic,4,331.8,1,35,3,0.26,East
3989,Male,19,Basic,6,597.04,0,64,4,0.71,East
3990,Female,41,Platinum,3,856.79,0,53,3,0.03,East
3991,Female,57,Basic,2,522.08,0,54,3,0.3,West
3992,Male,48,Platinum,4,584.74,1,37,2,0.09,East
3993,Female,64,Basic,3,760.41,1,52,4,0.45,West
3994,Male,48,Silver,7,670.65,1,18,5,0.44,South
3995,Female,64,Basic,3,343.28,0,21,2,0.36,West
3996,Female,57,Silver,5,578.94,0,42,4,0.98,North
3997,Female,60,Silver,3,657.5,0,65,4,0.24,East
3998,Female,51,Basic,5,805.03,1,81,4,0.79,West
3999,Female,41,Silver,3,776.88,1,8,5,0.45,South
4000,Female,43,Silver,5,590.36,0,84,3,0.33,North
4001,Female,33,Silver,5,695.3,0,39,1,0.2,North
4002,Male,64,Gold,5,588.27,0,61,3,0.63,South
4003,Male,30,Basic,4,524.51,0,60,4,0.33,North
4004,Male,32,Silver,2,764.38,1,69,3,0.81,North
4005,Female,44,Platinum,4,754.32,0,59,3,0.97,West
4006,Female,21,Gold,4,640.36,0,10,5,0.23,East
4007,Female,33,Platinum,6,502.02,0,63,3,0.13,West
4008,Female,47,Basic,3,595.98,1,70,3,0.32,East
4009,Female,61,Gold,6,605.83,1,7,5,0.47,West
4010,Female,47,Silver,4,738.35,0,35,4,0.3,South
4011,Female,53,Basic,6,554.18,0,42,4,0.97,East
4012,Male,20,Gold,6,604.25,0,85,3,0.78,North
4013,Female,39,Silver,6,628.05,0,88,4,0.97,North
4014,Male,39,Basic,2,559.56,0,29,4,0.37,West
4015,Male,29,Basic,6,638.43,0,27,5,0.3,East
4016,Female,38,Gold,2,616.72,1,38,4,0.41,South
4017,Female,21,Basic,4,477.62,0,2,5,0.52,South
4018,Male,48,Basic,7,516.62,0,25,2,0.74,East
4019,Male,61,Silver,6,388.73,0,66,1,0.88,South
4020,Female,48,Basic,5,489.16,0,38,4,0.46,West
4021,Female,40,Platinum,2,813.99,0,59,3,0.29,South
4022,Male,37,Silver,4,699.24,0,82,5,0.32,North
4023,Female,32,Silver,3,479.56,0,7,4,0.7,East
4024,Female,40,Platinum,5,571.25,1,49,4,0.57,East
4025,Female,45,Silver,2,469.55,0,68,5,0.49,North
4026,Male,33,Basic,6,708.92,1,41,4,0.2,North
4027,Male,54,Gold,3,637.77,1,74,4,0.88,East
4028,Male,38,Silver,4,702.35,0,51,4,0.78,East
4029,Female,32,Basic,2,552.66,0,24,4,0.14,North
4030,Female,34,Gold,5,750.12,0,36,5,0.37,South
4031,Male,54,Gold,4,421.25,0,80,5,0.54,West
4032,Male,30,Gold,2,511.06,0,10,3,0.45,North
4033,Male,36,Platinum,3,540.29,0,21,5,0.4,West
4034,Female,47,Gold,6,720.31,0,27,5,0.72,South
4035,Male,62,Gold,4,518.5,0,55,4,0.05,East
4036,Male,35,Gold,4,455.08,1,85,4,0.47,East
4037,Female,31,Basic,3,601.39,1,5,4,0.26,East
4038,Female,53,Basic,4,965.56,0,86,3,0.08,East
4039,Female,53,Gold,5,453.56,0,59,2,0.46,East
4040,Male,37,Silver,7,785.82,0,36,5,0.17,North
4041,Female,36,Basic,2,598.85,0,74,4,0.26,East
4042,Female,62,Basic,1,600.85,0,34,2,0.51,West
4043,Male,61,Basic,1,509.59,1,52,3,0.97,East
4044,Female,24,Silver,5,693.79,0,6,3,0.68,West
4045,Male,61,Gold,3,755.77,0,14,5,0.28,West
4046,Male,21,Platinum,4,825.75,1,59,4,0.38,East
4047,Female,51,Gold,2,642.85,0,57,4,0.41,East
4048,Female,19,Gold,3,496.21,0,37,3,0.15,South
4049,Female,22,Silver,1,868.11,0,58,5,0.16,East
4050,Female,27,Basic,5,532.06,1,83,5,0.15,West
4051,Female,49,Basic,7,484.17,1,32,5,0.52,South
4052,Female,59,Silver,5,643.38,0,20,4,0.67,West
4053,Male,58,Basic,7,455.43,0,85,5,0.59,South
4054,Male,30,Silver,2,525.08,0,79,3,0.98,West
4055,Female,56,Silver,5,693.98,0,81,2,0.13,East
4056,Male,22,Silver,5,1030.91,0,61,3,0.99,South
4057,Female,27,Platinum,3,684.82,1,57,3,0.47,West
4058,Male,27,Silver,5,777.73,1,52,3,0.22,East
4059,Male,55,Basic,3,523.94,0,88,4,0.94,South
4060,Male,44,Silver,7,640.06,1,85,3,0.47,North
4061,Female,38,Silver,4,312.31,0,48,5,0.35,East
4062,Male,25,Basic,2,400.13,1,79,3,0.21,West
4063,Female,18,Basic,7,623.47,0,11,5,0.27,East
4064,Male,45,Silver,7,653.06,1,30,3,0.98,West
4065,Male,56,Platinum,5,726.72,1,60,4,0.3,West
4066,Male,31,Silver,4,571.56,0,18,2,0.98,West
4067,Male,38,Platinum,4,826.34,0,77,4,0.33,West
4068,Male,47,Gold,1,682.55,0,74,5,0.23,South
4069,Female,38,Basic,5,328.02,0,47,4,0.18,North
4070,Female,26,Gold,3,328.3,0,12,3,0.41,East
4071,Male,34,Silver,5,619.29,0,50,3,0.24,West
4072,Male,22,Basic,7,564.42,0,40,3,0.7,South
4073,Male,48,Silver,1,633.23,0,64,2,0.24,South
4074,Male,57,Gold,2,549.59,0,19,5,0.84,West
4075,Female,55,Basic,5,509.94,1,87,3,0.83,East
4076,Male,60,Platinum,2,489.8,1,27,4,0.29,West
4077,Female,36,Gold,3,591.43,1,52,3,0.75,South
4078,Male,53,Platinum,5,725.95,0,80,3,0.86,East
4079,Female,50,Basic,3,438.57,1,7,5,0.59,North
4080,Male,30,Platinum,3,579.2,0,63,1,0.37,North
4081,Male,31,Basic,3,813.7,1,77,3,0.44,North
4082,Female,50,Basic,1,338.82,0,55,4,0.79,North
4083,Male,46,Gold,8,696.38,0,76,3,0.29,West
4084,Male,60,Gold,8,568.73,1,31,3,0.33,South
4085,Male,53,Silver,5,482.97,1,11,4,0.16,South
4086,Female,61,Silver,3,516.85,0,17,5,0.4,South
4087,Male,27,Basic,7,754.93,0,66,5,0.09,East
4088,Male,48,Silver,5,580.46,0,67,5,0.32,North
4089,Female,23,Silver,7,438.64,1,32,4,0.37,East
4090,Female,18,Silver,1,470.02,0,24,3,0.26,North
4091,Female,24,Silver,2,525.14,1,88,3,0.1,East
4092,Male,44,Platinum,3,730.18,1,13,5,0.52,South
4093,Male,38,Silver,6,524.61,1,22,3,0.87,South
4094,Male,45,Gold,1,596.28,1,19,3,0.34,South
4095,Female,33,Platinum,2,496.29,1,53,5,0.24,East
4096,Male,63,Silver,6,540.23,0,39,1,0.29,West
4097,Male,40,Basic,3,575.72,0,21,4,0.86,South
4098,Female,37,Basic,2,460.44,1,87,5,0.53,South
4099,Female,55,Gold,7,482.83,0,16,4,0.13,North
4100,Female,42,Basic,3,521.78,0,7,3,0.71,East
4101,Female,45,Silver,6,825.25,0,84,4,0.15,East
4102,Female,22,Basic,5,609.11,0,78,1,0.06,South
4103,Male,38,Basic,2,465.68,0,26,4,0.26,West
4104,Female,35,Silver,6,726.57,0,86,4,0.17,East
4105,Male,64,Platinum,1,734.55,0,76,5,0.6,West
4106,Male,23,Silver,3,462.57,1,31,3,0.48,West
4107,Female,46,Platinum,1,843.75,1,68,5,0.72,South
4108,Female,36,Platinum,4,657.48,0,40,4,0.51,West
4109,Female,50,Basic,5,662.97,0,27,4,0.42,East
4110,Male,18,Basic,4,654.16,0,9,3,0.53,West
4111,Female,62,Gold,4,650.65,1,76,3,0.43,North
4112,Female,20,Gold,2,582.7,0,16,4,0.04,East
4113,Female,59,Silver,3,697.44,0,72,5,0.68,South
4114,Female,38,Platinum,4,550.46,0,13,3,0.96,East
4115,Female,52,Basic,3,836.02,0,78,5,0.42,East
4116,Male,58,Basic,5,301.05,0,60,4,0.42,West
4117,Male,57,Silver,0,463.5,1,79,5,0.05,North
4118,Male,20,Silver,3,653.3,1,60,3,0.89,West
4119,Female,42,Basic,3,588.07,0,9,5,0.93,West
4120,Female,62,Basic,1,524.59,0,53,5,0.81,West
4121,Female,55,Basic,4,626.25,0,32,5,0.11,West
4122,Male,62,Silver,7,417.82,1,86,5,0.9,West
4123,Female,37,Gold,1,444.56,0,55,3,0.02,East
4124,Female,61,Gold,5,580.93,1,25,4,0.44,North
4125,Female,62,Silver,6,657.58,0,41,3,0.5,North
4126,Male,51,Silver,3,492.52,1,26,3,0.83,North
4127,Female,38,Silver,4,330.25,0,29,3,0.75,South
4128,Male,40,Basic,10,634.46,1,82,3,0.8,North
4129,Female,23,Basic,3,672.84,0,36,4,0.87,East
4130,Male,30,Basic,8,436.3,0,84,4,0.48,West
4131,Male,40,Gold,2,541.11,1,84,3,0.78,West
4132,Male,26,Platinum,4,736.48,0,3,4,0.07,East
4133,Female,34,Silver,6,426.18,0,59,3,0.44,West
4134,Female,19,Gold,4,595.12,1,34,3,0.03,West
4135,Male,36,Basic,5,500.26,0,6,4,0.92,North
4136,Male,36,Silver,4,927.67,1,31,3,0.96,North
4137,Female,24,Gold,4,415.94,0,32,4,0.08,North
4138,Female,59,Silver,5,326.36,0,42,3,0.53,South
4139,Male,59,Basic,7,690.94,0,57,4,0.33,North
4140,Female,37,Gold,2,551.15,1,73,3,0.34,North
4141,Female,26,Gold,8,445.42,0,46,3,0.45,North
4142,Female,34,Gold,3,526.25,0,88,3,0.13,North
4143,Female,44,Gold,3,827.39,0,56,5,0.18,North
4144,Male,64,Platinum,2,600.45,0,50,3,0.58,East
4145,Female,19,Basic,5,819.71,1,86,2,0.02,East
4146,Female,53,Basic,3,414.08,0,30,1,0.6,East
4147,Male,36,Basic,4,763.07,1,36,3,0.32,West
4148,Male,34,Basic,4,454.73,0,26,3,0.83,West
4149,Female,22,Silver,2,784.03,0,50,3,0.6,South
4150,Female,56,Silver,5,771.78,0,2,5,0.71,West
4151,Female,35,Silver,0,450.77,1,7,3,0.11,South
4152,Female,24,Basic,4,663.35,0,27,4,0.27,East
4153,Male,34,Platinum,4,631.03,1,80,5,1.0,North
4154,Male,56,Basic,1,740.42,0,49,1,0.43,North
4155,Male,53,Basic,2,430.11,1,46,4,0.36,South
4156,Female,57,Gold,2,539.02,1,85,3,0.87,South
4157,Female,62,Gold,3,607.2,0,26,5,0.03,North
4158,Female,21,Silver,2,825.7,0,82,5,0.53,South
4159,Female,55,Basic,4,608.96,1,65,3,0.21,North
4160,Male,42,Silver,3,454.36,0,2,3,0.37,East
4161,Male,22,Basic,1,648.16,0,78,3,0.2,South
4162,Female,47,Basic,2,447.73,0,79,5,0.04,East
4163,Male,29,Silver,5,347.05,0,64,3,0.42,South
4164,Female,21,Basic,3,575.75,0,64,5,0.79,East
4165,Female,41,Basic,3,641.67,0,88,5,0.95,East
4166,Male,46,Silver,0,628.92,0,60,3,0.62,West
4167,Female,26,Platinum,0,608.02,0,89,5,0.39,West
4168,Female,21,Platinum,4,867.85,0,9,1,0.77,South
4169,Male,41,Silver,7,832.7,0,15,4,0.51,South
4170,Female,31,Basic,4,476.36,0,37,3,0.37,East
4171,Female,22,Basic,5,741.5,1,6,3,0.18,East
4172,Male,35,Basic,3,939.29,1,43,4,0.8,North
4173,Female,59,Silver,3,863.74,1,45,4,0.5,West
4174,Male,36,Silver,5,751.19,0,76,4,0.96,East
4175,Female,29,Silver,4,579.9,0,71,4,0.8,South
4176,Male,35,Silver,5,404.32,1,28,5,0.42,North
4177,Male,34,Basic,2,455.79,1,52,5,0.74,West
4178,Male,47,Silver,5,679.25,0,76,4,0.45,North
